date,total_transactions,tpv,success_rate,failure_rate,avg_ticket_size,refunds,unique_merchants,total_transactions_baseline_7d,total_transactions_baseline_30d,total_transactions_pct_change_7d,total_transactions_pct_change_30d,tpv_baseline_7d,tpv_baseline_30d,tpv_pct_change_7d,tpv_pct_change_30d,success_rate_baseline_7d,success_rate_baseline_30d,success_rate_pct_change_7d,success_rate_pct_change_30d,failure_rate_baseline_7d,failure_rate_baseline_30d,failure_rate_pct_change_7d,failure_rate_pct_change_30d,avg_ticket_size_baseline_7d,avg_ticket_size_baseline_30d,avg_ticket_size_pct_change_7d,avg_ticket_size_pct_change_30d,refunds_baseline_7d,refunds_baseline_30d,refunds_pct_change_7d,refunds_pct_change_30d,unique_merchants_baseline_7d,unique_merchants_baseline_30d,unique_merchants_pct_change_7d,unique_merchants_pct_change_30d
2026-06-03,614366,2871.84,98.13,1.61,467.45,2639,164773,585945.0,574484.0,4.850455247506165,6.942229896742119,2512.08,2569.115,14.321199961784666,11.783240532245555,98.55,98.185,-0.4261796042617978,-0.05601670316240446,1.25,1.6349999999999998,28.800000000000008,-1.5290519877675652,443.4,445.595,5.423996391520075,4.904678014789206,2447.0,2277.0,7.8463424601552925,15.898111550285462,164120.0,162659.5,0.3978796002924689,1.2993400323989683
2026-06-04,581622,2618.19,98.49,1.22,450.15,2236,165153,585945.0,576197.5,-0.7377825563832783,0.9414306726426269,2512.08,2569.115,4.223989681857271,1.9101908633907114,98.55,98.185,-0.060882800608830306,0.3106380811732878,1.25,1.62,-2.400000000000002,-24.691358024691365,451.96,445.595,-0.4004779183998589,1.022228705438784,2524.0,2291.0,-11.410459587955627,-2.400698384984723,164707.0,162853.0,0.270783876823693,1.4123166291072318
2026-06-05,606232,2638.79,98.39,1.48,435.28,2523,165111,581622.0,577047.5,4.231270481515486,5.0575559204398255,2512.08,2569.115,5.0440272602783365,2.712023401054456,98.49,98.185,-0.10153315057365654,0.20878952996893443,1.25,1.62,18.4,-8.641975308641982,450.15,445.595,-3.303343330001112,-2.3148823483207965,2447.0,2277.0,3.1058438904781367,10.80368906455863,164773.0,163004.0,0.2051306949560911,1.2926063164094133
2026-06-06,576182,2632.76,98.61,1.14,456.93,1944,166964,585945.0,578669.0,-1.666197339340723,-0.42977937300944064,2618.19,2575.83,0.5564913165201977,2.2101613848740134,98.49,98.185,0.12183978068839939,0.43285634261852335,1.25,1.62,-8.800000000000008,-29.62962962962964,450.15,445.595,1.5061646117960747,2.5437897642477987,2523.0,2291.0,-22.94887039239001,-15.14622435617634,164819.0,163209.5,1.3014276266692553,2.3004175614777322
2026-06-07,541785,2454.21,97.91,1.8,452.99,2417,164609,585945.0,578669.0,-7.536543532242787,-6.373937432279939,2632.76,2600.105,-6.781856302891269,-5.611119550941211,98.49,98.205,-0.5888922733272396,-0.30039203706532425,1.22,1.605,47.54098360655738,12.149532710280377,451.96,447.65999999999997,0.22789627400655582,1.1906357503462541,2523.0,2277.0,-4.2013476020610385,6.148440931049627,164825.0,163456.5,-0.13104808129834675,0.7050805566006858
2026-06-08,594786,2622.99,98.41,1.46,441.0,2324,164815,585945.0,577047.5,1.508844686788009,3.074010371763156,2632.76,2600.105,-0.3710934532581943,0.8801567628999507,98.49,98.205,-0.08122652045892811,0.2087470088081038,1.22,1.605,19.672131147540984,-9.034267912772586,452.99,449.63,-2.646857546524208,-1.919355914863331,2417.0,2291.0,-3.847745138601572,1.4404190309908338,164825.0,163511.5,-0.006067040800849386,0.7971916348391398
2026-06-09,603600,2722.52,98.52,1.37,451.05,2256,164861,585945.0,578669.0,3.0130814325576636,4.308335162243009,2622.99,2620.59,3.7945245692892544,3.8895821170041796,98.41,98.205,0.11177725840869773,0.32075759890025735,1.46,1.605,-6.1643835616438265,-14.641744548286598,450.15,449.63,0.1999333555481582,0.31581522585237104,2417.0,2291.0,-6.661150186181216,-1.5277171540811871,164825.0,163632.5,0.021841346883057788,0.7507677264602081
2026-06-10,597126,2652.55,97.67,2.08,444.22,2701,165035,594786.0,580673.5,0.39341880945415664,2.833347827996284,2632.76,2625.42,0.7516826448289993,1.0333584721682667,98.41,98.215,-0.751956102022147,-0.5549050552359636,1.46,1.6,42.46575342465754,30.0,451.05,449.63,-1.5142445405165688,-1.2032115294797874,2324.0,2277.0,16.222030981067125,18.620992534036013,164861.0,163745.0,0.10554345782204404,0.7878103148187731
2026-06-11,585267,2643.67,97.85,1.94,451.7,12804,165090,594786.0,583783.5,-1.6004075415359476,0.25411817908522594,2632.76,2625.42,0.4143940199638346,0.6951268749381051,98.41,98.205,-0.5690478609897391,-0.361488722570138,1.46,1.605,32.87671232876712,20.872274143302178,450.15,447.65999999999997,0.3443296678884842,0.9024706250279277,2324.0,2291.0,450.9466437177281,458.8825840244435,165035.0,163793.0,0.033326264125791503,0.7918531316967148
2026-06-12,605629,2785.48,97.59,2.14,459.93,1996,166671,594786.0,585606.0,1.823008611500607,3.419193109360218,2638.79,2630.3050000000003,5.558987263101651,5.899505950830786,98.39,98.205,-0.8130907612562223,-0.6262410264243113,1.48,1.605,44.594594594594604,33.33333333333334,451.05,449.63,1.968739607582307,2.2907724128728093,2417.0,2311.0,-17.41828713280927,-13.630463003028993,165035.0,163807.5,0.9913048747235436,1.7480884574882103
2026-06-13,545314,2583.64,98.12,1.75,473.79,1756,166976,594786.0,586135.0,-8.317613393724802,-6.964436520596791,2643.67,2630.3050000000003,-2.2707070095738198,-1.7741288557790984,97.91,98.205,0.21448268818303334,-0.0865536377984764,1.8,1.605,-2.77777777777778,9.034267912772586,451.7,449.63,4.8904139915873435,5.373306941262822,2324.0,2311.0,-24.440619621342513,-24.015577672003463,165035.0,163994.0,1.1761141576029328,1.818359208263717
2026-06-14,563172,2429.71,98.42,1.33,431.43,2423,165503,594786.0,586135.0,-5.315188992343465,-3.9176981412132017,2643.67,2625.42,-8.093294548865783,-7.454426339404745,97.91,98.185,0.5208865284444951,0.2393440953302433,1.8,1.605,-26.111111111111107,-17.13395638629283,451.7,449.63,-4.487491698029662,-4.047772613037384,2324.0,2311.0,4.259896729776248,4.846386845521419,165035.0,164364.5,0.2835762111067349,0.692667820606031
2026-06-15,596034,2872.86,98.65,1.21,482.0,2002,165414,594786.0,586135.0,0.20982336504221685,1.6888600748974212,2643.67,2620.59,8.669387631587908,9.626458164001235,98.12,98.19,0.5401549123522229,0.46847947856197986,1.75,1.605,-30.85714285714286,-24.61059190031153,451.05,447.65999999999997,6.861766988138784,7.671000312737353,2324.0,2370.5,-13.855421686746988,-15.54524361948956,165090.0,164658.0,0.19625658731600945,0.4591334766607149
2026-06-16,626847,2637.26,98.22,1.65,420.72,3057,166577,596034.0,586984.5,5.169671528805404,6.791065181448573,2652.55,2625.42,-0.5764264575597052,0.4509754629735488,98.12,98.225,0.10191602119852662,-0.005090353779583052,1.75,1.6,-5.71428571428572,3.124999999999989,451.7,449.63,-6.8585344255036444,-6.4297311122478416,2256.0,2370.5,35.505319148936174,28.960134992617593,165414.0,164740.0,0.703084382216741,1.1150904455505646
2026-06-17,599263,2683.04,98.69,1.18,447.72,1773,165878,596034.0,588284.5,0.5417476184244523,1.8661888932990756,2643.67,2630.3050000000003,1.4892176406283648,2.0049005723670703,98.12,98.22,0.5809213208316277,0.47851761352066674,1.75,1.605,-32.57142857142858,-26.479750778816204,451.7,449.63,-0.8811157848129204,-0.4247937192802901,2423.0,2370.5,-26.826248452331818,-25.205652815861633,165503.0,164794.0,0.22658199549252883,0.6577909389904972
2026-06-18,605673,2778.98,97.79,1.95,458.82,2936,166946,596034.0,588284.5,1.617189623410745,2.95579774751842,2643.67,2630.3050000000003,5.118263625944235,5.652386320217606,98.22,98.225,-0.43779271024230565,-0.4428607788241162,1.65,1.6,18.181818181818183,21.874999999999993,451.7,448.415,1.5762674341377032,2.3203951696531053,2002.0,2311.0,46.65334665334665,27.044569450454347,165878.0,164817.0,0.6438466825015976,1.2917356826055564
2026-06-19,620331,2817.64,97.69,2.08,454.21,2546,166722,599263.0,589172.5,3.5156517255362,5.288519066996508,2683.04,2635.01,5.0166974774882185,6.93090348803229,98.22,98.225,-0.5396049684382012,-0.5446678544158785,1.65,1.6,26.060606060606073,30.0,458.82,449.63,-1.0047513185998895,1.018615305918196,2002.0,2311.0,27.172827172827173,10.168758113370835,166577.0,164822.0,0.087046831195183,1.1527587336641953
2026-06-20,548461,2416.85,98.18,1.61,440.66,2167,165467,599263.0,590656.5,-8.477413089077752,-7.143830635911058,2683.04,2635.01,-9.921208778102454,-8.279285467607345,98.22,98.22,-0.040724903278346616,-0.040724903278346616,1.65,1.605,-2.424242424242413,0.311526479750786,454.21,449.63,-2.983201602782844,-1.994973644996991,2423.0,2311.0,-10.565414775072226,-6.231068801384683,166577.0,164843.0,-0.6663585008734699,0.3785420066366179
2026-06-21,565601,2527.55,98.32,1.51,446.88,2108,168038,599263.0,590656.5,-5.617233168074785,-4.241974819544016,2683.04,2630.3050000000003,-5.795291907686795,-3.9065811759472795,98.22,98.2,0.101812258195881,0.12219959266801461,1.61,1.61,-6.211180124223608,-6.211180124223608,447.72,448.415,-0.1876172607879996,-0.34231682704638,2423.0,2311.0,-13.00041271151465,-8.784076157507572,165878.0,164890.5,1.302161829778512,1.9088425348943692
2026-06-22,628820,2783.19,98.19,1.53,442.6,2640,168356,599263.0,590656.5,4.932225083143795,6.461200376191576,2683.04,2630.3050000000003,3.7327061840300586,5.812443804045529,98.22,98.22,-0.030543677458767193,-0.030543677458767193,1.61,1.605,-4.968944099378886,-4.67289719626168,447.72,448.415,-1.1435718752791932,-1.2967898040877306,2167.0,2311.0,21.82741116751269,14.236261358719169,166577.0,164977.5,1.0679745703188315,2.0478550105317392
2026-06-23,593872,2619.92,97.58,2.24,441.16,2364,166549,605673.0,593587.0,-1.948411106323049,0.04801318088165678,2683.04,2635.01,-2.3525553103941754,-0.5726733484882465,98.19,98.22,-0.6212445259191358,-0.651598452453676,1.61,1.5750000000000002,39.1304347826087,42.22222222222222,446.88,447.3,-1.2799856784819124,-1.372680527610102,2546.0,2370.5,-7.148468185388845,-0.27420375448217676,166722.0,165062.5,-0.10376554983745398,0.9005679666792882
2026-06-24,616668,2853.59,98.17,1.56,462.74,2806,166849,599263.0,594329.0,2.9044009057792657,3.7586925759974696,2683.04,2635.01,6.356595503607855,8.295224686054318,98.18,98.22,-0.010185373803223787,-0.0509061290979405,1.61,1.5750000000000002,-3.105590062111804,-0.9523809523809601,446.88,447.3,3.5490511994271423,3.4518220433713385,2364.0,2390.5,18.697123519458543,17.381300983057937,166722.0,165100.5,0.07617470999628123,1.0590519108058425
2026-06-25,618397,2815.9,97.81,2.0,455.36,2508,167508,605673.0,594329.0,2.100803568922504,4.049608886660418,2778.98,2635.01,1.3285450057215262,6.86486958303763,98.17,98.22,-0.3667108077824177,-0.4174302586031324,1.61,1.5550000000000002,24.223602484472043,28.617363344051434,446.88,448.935,1.8976011457214508,1.4311648679652982,2546.0,2390.5,-1.4925373134328357,4.915289688349718,166849.0,165132.0,0.3949679051118077,1.4388489208633095
2026-06-26,625632,2750.32,98.4,1.42,439.61,2549,167667,616668.0,595178.0,1.4536184786627488,5.116788590976145,2783.19,2638.025,-1.1810189027698392,4.2567830100169655,98.17,98.22,0.23428746052766014,0.18326206475260315,1.61,1.5550000000000002,-11.801242236024855,-8.681672025723488,446.88,450.6,-1.6268349445041135,-2.43897026187306,2508.0,2420.0,1.634768740031898,5.330578512396694,166849.0,165283.5,0.4902636515651877,1.4420677200083494
2026-06-27,553417,2565.05,98.31,1.5,463.49,2113,168046,616668.0,595410.0,-10.256896741844884,-7.052787155069616,2750.32,2641.23,-6.736307047907151,-2.884262256600138,98.18,98.225,0.1324098594418369,0.08653601425299869,1.56,1.54,-3.8461538461538494,-2.5974025974025996,442.6,450.6,4.719837324898324,2.8606302707501077,2508.0,2435.0,-15.749601275917065,-13.22381930184805,167508.0,165440.5,0.32117868997301624,1.5748864395356637
2026-06-28,553186,2514.84,97.92,1.92,454.61,2196,169248,616668.0,595410.0,-10.294356120311091,-7.091583950555079,2750.32,2638.025,-8.561912795601966,-4.669591834800654,98.19,98.225,-0.2749770852428924,-0.310511580554841,1.53,1.54,25.490196078431364,24.675324675324667,446.88,450.6,1.7297708557107094,0.889924545051041,2508.0,2420.0,-12.440191387559809,-9.256198347107437,167667.0,165485.0,0.9429404712913095,2.2739221077439042
2026-06-29,624855,2888.04,98.05,1.7,462.19,2595,167618,616668.0,595410.0,1.3276187510945923,4.9453317881795735,2750.32,2638.025,5.0074173187119975,9.477355218392542,98.17,98.22,-0.12223693592747738,-0.1730808389330093,1.56,1.545,8.974358974358967,10.032362459546928,454.61,451.375,1.6673632344207088,2.396012184990307,2508.0,2390.5,3.4688995215311005,8.554695670361848,167667.0,165690.5,-0.029224593986890684,1.1633135273295692
2026-06-30,622877,2861.77,97.88,1.92,459.44,1958,167241,616668.0,596580.0,1.0068626878644586,4.407958697911429,2750.32,2641.23,4.052255737514173,8.349897585594588,98.05,98.205,-0.17338092809791097,-0.33094037981773117,1.7,1.58,12.941176470588234,21.518987341772142,455.36,451.83,0.895994378074487,1.6842617798729642,2508.0,2420.0,-21.929824561403507,-19.090909090909093,167618.0,166213.5,-0.22491617845338804,0.6181808336867943
